game_id,date,trajectory,event,coordX,coordY,pitchername,pitcherid,pitcher_hand,batter_name,batter_id,bat_side,split_batter,split_pitcher,balls,strikes,outs,isOut
787201,2024-10-20,ground_ball,single,107.17,154.11,Wilmer Rios,658140,Right,Brayan Quintero,678540,Right,vs_RHP,vs_RHB,0,2,1,False
787201,2024-10-20,ground_ball,grounded_into_double_play,129.41,153.32,Wilmer Rios,658140,Right,Alex Liddi,499926,Right,vs_RHP,vs_RHB,1,1,1,True
787201,2024-10-20,ground_ball,field_out,100.02,166.82,Nolan Kingham,663884,Right,Agustin Murillo,473242,Right,vs_RHP,vs_RHB,2,2,0,True
787201,2024-10-20,ground_ball,field_out,108.76,175.56,Wilmer Rios,658140,Right,Dilson Herrera,599096,Right,vs_RHP,vs_RHB,0,1,0,True
787201,2024-10-20,fly_ball,field_out,188.99,134.25,Wilmer Rios,658140,Right,Carlos Castro,622603,Right,vs_RHP,vs_RHB,1,1,1,True
787201,2024-10-20,ground_ball,field_out,157.22,154.91,Wilmer Rios,658140,Right,Ramiro Pena,455369,Left,vs_RHP,vs_LHB,1,0,2,True
787201,2024-10-20,fly_ball,field_out,124.65,87.38,Nolan Kingham,663884,Right,Jordan Diaz,672478,Right,vs_RHP,vs_RHB,2,1,0,True
787201,2024-10-20,ground_ball,field_out,100.02,168.41,Nolan Kingham,663884,Right,Jasson Atondo,662962,Right,vs_RHP,vs_RHB,0,2,2,True
787201,2024-10-20,fly_ball,single,82.54,131.87,Wilmer Rios,658140,Right,Carlos Munoz,608608,Left,vs_RHP,vs_LHB,3,2,0,False
787201,2024-10-20,ground_ball,force_out,157.22,156.5,Wilmer Rios,658140,Right,Leo German,634496,Right,vs_RHP,vs_RHB,2,1,0,True
787201,2024-10-20,ground_ball,single,127.82,115.19,Wilmer Rios,658140,Right,Randy Romero,678499,Right,vs_RHP,vs_RHB,0,1,1,False
787201,2024-10-20,popup,field_out,163.57,182.71,Wilmer Rios,658140,Right,Brayan Quintero,678540,Right,vs_RHP,vs_RHB,0,1,1,True
