season,team_id,team_name,player_id,Name,position_code,W%,R/9,BF,BABIP,OBP,SLG,OPS,K/9,BB/9,HR/9,H/9,K/BB,inheritedRunners,inheritedRunnersScored,bequeathedRunners,bequeathedRunnersScored,SB,CS,QS,GF,2B,3B,GIDP,gidpOpp,WP,BK,pickOffs,totalSwings,swingAndMisses,BIP,runSupport,Str%,P/IP,P/PA,BB%,K%,HR/PA,BB/K,ISO,FO,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,Strikes,Fstrikes,CSW,Cstr,POS,HR,K,BB,numP,AVG,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,CSW%,CStr%,F-Strike%
2024,673,Aguilas de Mexicali,547862,David Reyes,1,0.0,0.77,44,0.304,0.209,0.22,0.429,13.89,1.54,0.0,5.40,9.0,0,0,3,0,1,0,1,0,2,0,1,3,0,0,0,95,35,24,0,67.0,15.51,4.114,4.5,40.9,0.0,0.111,0.049,4,4,2,7,0,0,2,5,MXC,122.0,29.0,60.0,25.0,SP,0,18,2,181,0.171,0.0,19.3,36.8,16.7,50.0,16.7,16.7,36.4,33.1,13.8,65.9
2024,673,Aguilas de Mexicali,622747,Eduardo Vera,1,1.0,0.82,38,0.083,0.108,0.088,0.196,9.0,1.64,0.0,1.64,5.5,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,73,21,25,2,63.0,14.36,4.158,5.3,28.9,0.0,0.182,0.029,6,2,2,13,0,0,1,1,MXC,51.0,10.0,24.0,14.0,SP,0,11,2,158,0.059,0.0,13.3,28.8,24.0,56.0,12.0,8.0,23.6,15.2,8.9,26.3
2024,673,Aguilas de Mexicali,623985,Manuel Chavez,1,,0.0,14,0.286,0.214,0.154,0.368,13.5,2.25,0.0,4.50,6.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,31,10,7,4,63.0,16.75,4.786,7.1,42.9,0.0,0.167,0.0,0,2,0,3,1,0,1,0,MXC,42.0,11.0,21.0,11.0,SP,0,6,1,67,0.154,0.0,14.9,32.3,14.3,42.9,14.3,28.6,35.8,31.3,16.4,78.6
2024,673,Aguilas de Mexicali,644425,Jake Sanchez,1,,2.25,16,0.25,0.25,0.2,0.45,6.75,2.25,0.0,6.75,3.0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,32,8,12,0,63.0,16.75,4.188,6.3,18.8,0.0,0.333,0.0,1,3,0,5,0,0,2,1,MXC,42.0,6.0,18.0,10.0,RP,0,3,1,67,0.2,0.0,11.9,25.0,8.3,50.0,16.7,25.0,12.5,26.9,14.9,37.5
2024,673,Aguilas de Mexicali,661309,Adrián Martínez,1,1.0,3.72,39,0.321,0.308,0.361,0.669,7.45,1.86,0.0,8.38,4.0,0,0,1,0,3,1,0,0,4,0,1,5,2,0,0,70,15,28,5,63.0,16.55,4.103,5.1,20.5,0.0,0.25,0.111,5,2,3,9,2,0,5,2,MXC,101.0,21.0,46.0,31.0,SP,0,8,2,160,0.25,0.0,9.4,21.4,25.0,39.3,28.6,7.1,15.4,28.7,19.4,53.8
2024,673,Aguilas de Mexicali,667904,Jose Isidro Marquez,1,,2.45,18,0.5,0.5,0.467,0.967,7.36,2.45,0.0,14.73,3.0,4,1,4,1,0,1,0,1,1,0,0,1,0,0,0,27,3,12,0,62.0,17.73,3.611,5.6,16.7,0.0,0.333,0.067,2,0,0,4,1,0,4,1,MXC,40.0,10.0,16.0,13.0,RP,0,3,1,65,0.4,0.0,4.6,11.1,25.0,41.7,33.3,0.0,11.1,24.6,20.0,55.6
2024,673,Aguilas de Mexicali,671760,Mario Jimenez,1,,0.0,11,0.3,0.273,0.3,0.573,3.86,0.0,0.0,11.57,,2,2,1,0,0,0,0,1,0,0,0,2,0,0,0,21,1,10,0,65.0,18.43,3.909,0.0,9.1,0.0,,0.0,2,0,1,4,0,0,2,1,MXC,28.0,6.0,8.0,7.0,RP,0,1,0,43,0.3,0.0,2.3,4.8,20.0,50.0,30.0,0.0,9.1,18.6,16.3,54.5
2024,673,Aguilas de Mexicali,672911,Jesus Cruz,1,1.0,0.0,18,0.125,0.167,0.063,0.23,14.4,3.6,0.0,1.80,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,15,8,4,64.0,17.2,4.778,11.1,44.4,0.0,0.25,0.0,3,3,0,1,0,0,1,0,MXC,46.0,9.0,22.0,9.0,RP,0,8,2,86,0.063,0.0,17.4,34.9,37.5,12.5,12.5,37.5,33.3,25.6,10.5,50.0
2024,673,Aguilas de Mexicali,677076,Clayton Andrews,1,0.0,20.25,8,0.5,0.571,0.6,1.171,6.75,6.75,0.0,13.50,1.0,2,1,2,1,0,0,0,0,1,0,0,1,1,0,0,16,5,5,1,62.0,25.5,4.25,12.5,12.5,0.0,1.0,0.2,0,0,0,3,0,0,1,1,MXC,21.0,4.0,10.0,5.0,RP,0,1,1,34,0.4,,14.7,31.2,0.0,80.0,20.0,0.0,0.0,29.4,14.7,50.0
2024,673,Aguilas de Mexicali,681871,Eli Villalobos,1,1.0,2.08,16,0.267,0.25,0.313,0.563,2.08,0.0,0.0,8.31,,6,1,0,0,0,0,0,1,1,0,0,0,1,0,0,28,6,15,4,67.0,11.77,3.188,0.0,6.3,0.0,,0.063,5,1,0,5,0,0,2,2,MXC,34.0,11.0,12.0,6.0,RP,0,1,0,51,0.25,0.0,11.8,21.4,33.3,46.7,13.3,6.7,6.3,23.5,11.8,68.8
