season,team_id,team_name,player_id,Name,position_code,W%,R/9,BF,BABIP,OBP,SLG,OPS,K/9,BB/9,HR/9,H/9,K/BB,inheritedRunners,inheritedRunnersScored,bequeathedRunners,bequeathedRunnersScored,SB,CS,QS,GF,2B,3B,GIDP,gidpOpp,WP,BK,pickOffs,totalSwings,swingAndMisses,BIP,runSupport,Str%,P/IP,P/PA,BB%,K%,HR/PA,BB/K,ISO,FO,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,Strikes,Fstrikes,CSW,Cstr,POS,HR,K,BB,numP,AVG,HBP,SF,H,AB,R,ER,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,CSW%,CStr%,F-Strike%
2024,673,Aguilas de Mexicali,547862,David Reyes,1,0.75,2.6,113,0.329,0.268,0.286,0.554,10.08,1.3,0.0,8.13,7.75,0,0,6,1,1,1,1,0,5,0,2,12,1,0,0,215,61,77,14,66.0,15.72,3.85,3.5,27.4,0.0,0.129,0.048,18,6,4,24,2,0,13,10,MXC,285,71,129,68,SP,0,31,4,435,0.238,1,2,25,105,8,7,0.0,14.0,28.4,26.0,44.2,22.1,7.8,23.9,29.7,15.6,62.8
2024,673,Aguilas de Mexicali,622747,Eduardo Vera,1,0.5,2.33,100,0.22,0.196,0.272,0.468,10.67,1.33,0.67,5.00,8.0,0,0,0,0,0,1,2,0,2,1,1,11,0,0,0,185,56,64,6,68.0,14.37,3.88,4.0,32.0,0.02,0.125,0.109,12,4,5,28,0,0,11,4,MXC,262,63,133,77,SP,2,32,4,388,0.163,0,1,15,92,7,7,16.7,14.4,30.3,18.8,50.0,25.0,6.2,28.0,34.3,19.8,63.0
2024,673,Aguilas de Mexicali,623985,Manuel Chavez,1,0.0,6.43,62,0.29,0.377,0.51,0.887,10.29,5.79,2.57,8.36,1.78,0,0,2,2,2,0,0,0,1,0,3,6,0,0,0,98,26,36,9,57.0,18.79,4.242,14.5,25.8,0.065,0.563,0.255,6,5,0,12,4,0,8,1,MXC,150,38,76,50,SP,4,16,9,263,0.255,1,0,13,51,10,9,40.0,9.9,26.5,27.8,36.1,22.2,13.9,11.3,28.9,19.0,61.3
2024,673,Aguilas de Mexicali,644425,Jake Sanchez,1,,0.75,47,0.214,0.261,0.15,0.411,9.0,4.5,0.0,4.50,2.0,0,0,0,0,3,0,0,11,0,0,1,7,0,0,0,96,24,29,0,60.0,17.58,4.489,12.8,25.5,0.0,0.5,0.0,5,5,1,12,0,1,4,1,MXC,126,21,54,30,RP,0,12,6,211,0.15,0,0,6,40,1,1,0.0,11.4,25.0,17.2,44.8,17.2,20.7,12.7,25.6,14.2,44.7
2024,673,Aguilas de Mexicali,661309,Adrián Martínez,1,0.5,4.96,68,0.34,0.324,0.397,0.721,7.16,2.2,0.0,9.37,3.25,0,0,3,0,6,1,0,0,6,1,1,8,2,0,0,123,33,50,9,63.0,16.53,3.971,5.9,19.1,0.0,0.308,0.127,6,4,3,20,3,0,9,5,MXC,170,40,80,47,SP,0,13,4,270,0.27,1,0,17,63,9,9,0.0,12.2,26.8,18.0,50.0,24.0,8.0,13.2,29.6,17.4,58.8
2024,673,Aguilas de Mexicali,667904,Jose Isidro Marquez,1,0.0,5.0,44,0.391,0.452,0.313,0.765,9.0,8.0,0.0,9.00,1.13,5,2,10,4,1,1,0,1,1,0,1,6,2,0,0,61,14,25,2,55.0,18.44,3.773,18.2,20.5,0.0,0.889,0.031,3,2,0,11,1,0,6,2,MXC,92,22,41,27,RP,0,9,8,166,0.281,2,0,9,32,5,4,0.0,8.4,23.0,16.0,52.0,24.0,8.0,2.3,24.7,16.3,50.0
2024,673,Aguilas de Mexicali,671760,Mario Jimenez,1,,10.8,20,0.286,0.4,0.267,0.667,5.4,10.8,0.0,10.80,0.5,7,3,7,4,1,0,0,1,0,0,0,3,2,0,0,31,4,14,0,53.0,23.4,3.9,20.0,10.0,0.0,2.0,0.0,3,0,1,6,0,0,2,2,MXC,41,8,14,10,RP,0,2,4,78,0.267,0,1,4,15,4,3,0.0,5.1,12.9,21.4,57.1,21.4,0.0,-10.0,17.9,12.8,40.0
2024,673,Aguilas de Mexicali,672911,Jesus Cruz,1,1.0,0.82,40,0.15,0.2,0.088,0.288,12.27,4.09,0.0,2.45,3.0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,100,32,20,11,63.0,18.45,5.075,12.5,37.5,0.0,0.333,0.0,7,6,1,3,1,0,1,1,MXC,127,22,58,26,RP,0,15,5,203,0.088,0,1,3,34,1,1,0.0,15.8,32.0,40.0,20.0,10.0,30.0,25.0,28.6,12.8,55.0
2024,673,Aguilas de Mexicali,675132,Yamil Castillo,1,1.0,5.4,23,0.188,0.348,0.421,0.769,3.6,5.4,1.8,7.20,0.67,7,5,2,2,0,0,0,1,1,0,0,1,1,0,0,38,6,17,5,56.0,17.2,3.739,13.0,8.7,0.043,1.5,0.211,2,3,0,8,1,0,2,1,MXC,48,13,16,10,RP,1,2,3,86,0.211,1,0,4,19,3,3,33.3,7.0,15.8,17.6,52.9,11.8,17.6,-4.3,18.6,11.6,56.5
2024,673,Aguilas de Mexicali,677076,Clayton Andrews,1,0.0,6.43,30,0.333,0.31,0.28,0.59,12.86,3.86,0.0,6.43,3.33,5,2,3,2,3,0,0,1,2,0,0,3,1,0,0,58,18,16,2,64.0,19.29,4.5,10.0,33.3,0.0,0.3,0.08,1,2,2,6,1,0,2,2,MXC,86,15,46,28,RP,0,10,3,135,0.2,1,0,5,25,5,5,0.0,13.3,31.0,12.5,50.0,25.0,12.5,23.3,34.1,20.7,50.0
