season,team_id,team_name,player_id,Name,position_code,W%,R/9,BF,BABIP,OBP,SLG,OPS,K/9,BB/9,HR/9,H/9,K/BB,inheritedRunners,inheritedRunnersScored,bequeathedRunners,bequeathedRunnersScored,SB,CS,QS,GF,2B,3B,GIDP,gidpOpp,WP,BK,pickOffs,totalSwings,swingAndMisses,BIP,runSupport,Str%,P/IP,P/PA,BB%,K%,HR/PA,BB/K,ISO,FO,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,Strikes,Fstrikes,CSW,Cstr,POS,HR,K,BB,numP,AVG,HBP,SF,H,AB,R,ER,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,CSW%,CStr%,F-Strike%
2024,673,Aguilas de Mexicali,547862,David Reyes,1,0.75,3.18,141,0.309,0.283,0.305,0.588,8.47,1.59,0.26,8.21,5.33,0,0,8,3,1,1,1,0,5,0,2,19,1,0,0,255,72,101,18,65.0,15.32,3.695,4.3,22.7,0.007,0.188,0.063,22,11,5,32,2,0,16,13,MXC,339,89,154,82,SP,1,32,6,521,0.242,2,2,31,128,12,11,4.2,13.8,28.2,23.8,44.6,20.8,10.9,18.4,29.6,15.7,63.1
2024,673,Aguilas de Mexicali,622747,Eduardo Vera,1,0.5,2.33,100,0.22,0.196,0.272,0.468,10.67,1.33,0.67,5.00,8.0,0,0,0,0,0,1,2,0,2,1,1,11,0,0,0,185,56,64,6,68.0,14.37,3.88,4.0,32.0,0.02,0.125,0.109,12,4,5,28,0,0,11,4,MXC,262,63,133,77,SP,2,32,4,388,0.163,0,1,15,92,7,7,16.7,14.4,30.3,18.8,50.0,25.0,6.2,28.0,34.3,19.8,63.0
2024,673,Aguilas de Mexicali,623985,Manuel Chavez,1,0.0,6.43,62,0.29,0.377,0.51,0.887,10.29,5.79,2.57,8.36,1.78,0,0,2,2,2,0,0,0,1,0,3,6,0,0,0,98,26,36,9,57.0,18.79,4.242,14.5,25.8,0.065,0.563,0.255,6,5,0,12,4,0,8,1,MXC,150,38,76,50,SP,4,16,9,263,0.255,1,0,13,51,10,9,40.0,9.9,26.5,27.8,36.1,22.2,13.9,11.3,28.9,19.0,61.3
2024,673,Aguilas de Mexicali,644425,Jake Sanchez,1,,0.69,50,0.207,0.245,0.14,0.385,9.69,4.15,0.0,4.15,2.33,0,0,0,0,3,0,0,12,0,0,1,7,0,0,0,108,30,30,0,61.0,17.54,4.56,12.0,28.0,0.0,0.429,0.0,5,5,2,12,0,1,4,1,MXC,139,24,61,31,RP,0,14,6,228,0.14,0,0,6,43,1,1,0.0,13.2,27.8,16.7,43.3,20.0,20.0,16.0,26.8,13.6,48.0
2024,673,Aguilas de Mexicali,661309,Adrián Martínez,1,0.5,4.96,68,0.34,0.324,0.397,0.721,7.16,2.2,0.0,9.37,3.25,0,0,3,0,6,1,0,0,6,1,1,8,2,0,0,123,33,50,9,63.0,16.53,3.971,5.9,19.1,0.0,0.308,0.127,6,4,3,20,3,0,9,5,MXC,170,40,80,47,SP,0,13,4,270,0.27,1,0,17,63,9,9,0.0,12.2,26.8,18.0,50.0,24.0,8.0,13.2,29.6,17.4,58.8
2024,673,Aguilas de Mexicali,667904,Jose Isidro Marquez,1,0.0,4.5,47,0.36,0.422,0.286,0.708,9.0,7.2,0.0,8.10,1.25,5,2,10,4,1,1,0,2,1,0,1,6,2,0,0,65,14,27,2,56.0,18.2,3.872,17.0,21.3,0.0,0.8,0.029,3,3,0,12,1,0,6,2,MXC,102,24,47,33,RP,0,10,8,182,0.257,2,0,9,35,5,4,0.0,7.7,21.5,14.8,51.9,22.2,11.1,4.3,25.8,18.1,51.1
2024,673,Aguilas de Mexicali,671760,Mario Jimenez,1,,10.8,20,0.286,0.4,0.267,0.667,5.4,10.8,0.0,10.80,0.5,7,3,7,4,1,0,0,1,0,0,0,3,2,0,0,31,4,14,0,53.0,23.4,3.9,20.0,10.0,0.0,2.0,0.0,3,0,1,6,0,0,2,2,MXC,41,8,14,10,RP,0,2,4,78,0.267,0,1,4,15,4,3,0.0,5.1,12.9,21.4,57.1,21.4,0.0,-10.0,17.9,12.8,40.0
2024,673,Aguilas de Mexicali,672911,Jesus Cruz,1,1.0,0.82,40,0.15,0.2,0.088,0.288,12.27,4.09,0.0,2.45,3.0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,100,32,20,11,63.0,18.45,5.075,12.5,37.5,0.0,0.333,0.0,7,6,1,3,1,0,1,1,MXC,127,22,58,26,RP,0,15,5,203,0.088,0,1,3,34,1,1,0.0,15.8,32.0,40.0,20.0,10.0,30.0,25.0,28.6,12.8,55.0
2024,673,Aguilas de Mexicali,675132,Yamil Castillo,1,1.0,5.4,23,0.188,0.348,0.421,0.769,3.6,5.4,1.8,7.20,0.67,7,5,2,2,0,0,0,1,1,0,0,1,1,0,0,38,6,17,5,56.0,17.2,3.739,13.0,8.7,0.043,1.5,0.211,2,3,0,8,1,0,2,1,MXC,48,13,16,10,RP,1,2,3,86,0.211,1,0,4,19,3,3,33.3,7.0,15.8,17.6,52.9,11.8,17.6,-4.3,18.6,11.6,56.5
2024,673,Aguilas de Mexicali,677076,Clayton Andrews,1,0.0,5.0,38,0.238,0.27,0.219,0.489,11.0,4.0,0.0,5.00,2.75,5,2,3,2,3,0,0,1,2,0,0,4,1,0,0,66,19,22,2,63.0,18.0,4.263,10.5,28.9,0.0,0.364,0.063,2,2,2,11,1,0,2,2,MXC,102,20,54,35,RP,0,11,4,162,0.156,1,0,5,32,5,5,0.0,11.7,28.8,13.6,59.1,18.2,9.1,18.4,33.3,21.6,52.6
2024,673,Aguilas de Mexicali,681871,Eli Villalobos,1,1.0,2.53,43,0.31,0.286,0.282,0.568,8.44,2.53,0.0,7.59,3.33,11,3,2,1,0,0,0,2,2,0,1,5,1,0,0,81,23,30,5,64.0,15.0,3.721,7.0,23.3,0.0,0.3,0.051,7,4,0,10,1,0,4,4,MXC,102,28,43,20,RP,0,10,3,160,0.231,0,0,9,39,3,3,0.0,14.4,28.4,26.7,46.7,13.3,13.3,16.3,26.9,12.5,65.1
2024,673,Aguilas de Mexicali,683138,Fernando Lozano,1,0.667,2.02,105,0.237,0.267,0.323,0.59,6.41,2.36,0.67,6.75,2.71,0,0,1,0,3,1,1,0,5,0,3,11,0,0,0,168,34,78,8,59.0,15.23,3.867,6.7,18.1,0.019,0.368,0.115,19,4,4,31,4,0,9,7,MXC,241,65,107,73,SP,2,19,7,406,0.208,1,1,20,96,6,6,8.7,8.4,20.2,29.5,48.7,16.7,5.1,11.4,26.4,18.0,61.9
