season,team_id,team_name,player_id,Name,position_code,W%,R/9,BF,BABIP,OBP,SLG,OPS,K/9,BB/9,HR/9,H/9,K/BB,inheritedRunners,inheritedRunnersScored,bequeathedRunners,bequeathedRunnersScored,SB,CS,QS,GF,2B,3B,GIDP,gidpOpp,WP,BK,pickOffs,totalSwings,swingAndMisses,BIP,runSupport,Str%,P/IP,P/PA,BB%,K%,HR/PA,BB/K,ISO,FO,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,Strikes,Fstrikes,CSW,Cstr,POS,HR,K,BB,numP,AVG,HBP,SF,H,AB,R,ER,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,CSW%,CStr%,F-Strike%
2024,673,Aguilas de Mexicali,547862,David Reyes,1,0.75,3.18,141,0.309,0.283,0.305,0.588,8.47,1.59,0.26,8.21,5.33,0,0,8,3,1,1,1,0,5,0,2,19,1,0,0,255,72,101,18,65.0,15.32,3.695,4.3,22.7,0.007,0.188,0.063,22,11,5,32,2,0,16,13,MXC,339,89,154,82,SP,1,32,6,521,0.242,2,2,31,128,12,11,4.2,13.8,28.2,23.8,44.6,20.8,10.9,18.4,29.6,15.7,63.1
2024,673,Aguilas de Mexicali,622747,Eduardo Vera,1,0.333,2.53,121,0.208,0.212,0.282,0.494,10.13,1.69,0.84,5.06,6.0,0,0,0,0,0,1,2,0,2,1,1,13,1,0,0,231,63,78,7,66.0,14.97,3.959,5.0,29.8,0.025,0.167,0.118,15,5,5,35,0,0,13,5,MXC,318,74,148,85,SP,3,36,6,479,0.164,1,1,18,110,9,9,20.0,13.2,27.3,19.2,51.3,23.1,6.4,24.8,30.9,17.7,61.2
2024,673,Aguilas de Mexicali,623985,Manuel Chavez,1,0.0,4.82,80,0.262,0.346,0.424,0.77,9.64,5.3,1.93,7.23,1.82,0,0,3,2,2,0,0,0,1,0,3,9,0,0,0,125,34,48,10,56.0,18.11,4.225,13.8,25.0,0.05,0.55,0.197,10,6,0,17,4,0,9,2,MXC,189,45,96,62,SP,4,20,11,338,0.227,1,0,15,66,10,9,28.6,10.1,27.2,29.2,39.6,18.8,12.5,11.2,28.4,18.3,56.2
2024,673,Aguilas de Mexicali,644425,Jake Sanchez,1,,0.6,57,0.206,0.232,0.16,0.392,9.6,3.6,0.0,4.20,2.67,0,0,0,0,3,0,0,13,1,0,1,7,0,0,0,119,35,35,0,61.0,17.07,4.491,10.5,28.1,0.0,0.375,0.02,7,5,3,13,0,1,5,1,MXC,157,26,73,38,RP,0,16,6,256,0.14,0,0,7,50,1,1,0.0,13.7,29.4,20.0,40.0,22.9,17.1,17.6,28.5,14.8,45.6
2024,673,Aguilas de Mexicali,661309,Adrián Martínez,1,0.5,4.96,68,0.34,0.324,0.397,0.721,7.16,2.2,0.0,9.37,3.25,0,0,3,0,6,1,0,0,6,1,1,8,2,0,0,123,33,50,9,63.0,16.53,3.971,5.9,19.1,0.0,0.308,0.127,6,4,3,20,3,0,9,5,MXC,170,40,80,47,SP,0,13,4,270,0.27,1,0,17,63,9,9,0.0,12.2,26.8,18.0,50.0,24.0,8.0,13.2,29.6,17.4,58.8
2024,673,Aguilas de Mexicali,667904,Jose Isidro Marquez,1,0.0,4.09,50,0.346,0.396,0.263,0.659,9.82,6.55,0.0,7.36,1.5,5,2,10,4,1,1,0,2,1,0,1,6,2,0,0,73,18,28,2,56.0,18.09,3.98,16.0,24.0,0.0,0.667,0.026,3,3,0,13,1,0,6,2,MXC,112,25,53,35,RP,0,12,8,199,0.237,2,0,9,38,5,4,0.0,9.0,24.7,14.3,53.6,21.4,10.7,8.0,26.6,17.6,50.0
2024,673,Aguilas de Mexicali,671760,Mario Jimenez,1,,10.8,20,0.286,0.4,0.267,0.667,5.4,10.8,0.0,10.80,0.5,7,3,7,4,1,0,0,1,0,0,0,3,2,0,0,31,4,14,0,53.0,23.4,3.9,20.0,10.0,0.0,2.0,0.0,3,0,1,6,0,0,2,2,MXC,41,8,14,10,RP,0,2,4,78,0.267,0,1,4,15,4,3,0.0,5.1,12.9,21.4,57.1,21.4,0.0,-10.0,17.9,12.8,40.0
2024,673,Aguilas de Mexicali,672911,Jesus Cruz,1,1.0,0.82,40,0.15,0.2,0.088,0.288,12.27,4.09,0.0,2.45,3.0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,100,32,20,11,63.0,18.45,5.075,12.5,37.5,0.0,0.333,0.0,7,6,1,3,1,0,1,1,MXC,127,22,58,26,RP,0,15,5,203,0.088,0,1,3,34,1,1,0.0,15.8,32.0,40.0,20.0,10.0,30.0,25.0,28.6,12.8,55.0
2024,673,Aguilas de Mexicali,675132,Yamil Castillo,1,1.0,6.75,25,0.167,0.32,0.381,0.701,3.38,5.06,1.69,6.75,0.67,8,5,3,3,0,0,0,1,1,0,0,1,1,0,0,41,7,19,5,57.0,17.25,3.68,12.0,8.0,0.04,1.5,0.19,2,3,0,10,1,0,2,1,MXC,52,15,18,11,RP,1,2,3,92,0.19,1,0,4,21,4,3,33.3,7.6,17.1,15.8,57.9,10.5,15.8,-4.0,19.6,12.0,60.0
2024,673,Aguilas de Mexicali,676362,Gabriel Ponce,1,,0.0,7,0.25,0.333,0.2,0.533,5.4,5.4,0.0,5.40,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,9,2,5,0,57.0,12.6,3.0,14.3,14.3,0.0,1.0,0.0,2,0,0,2,0,0,1,0,MXC,12,4,5,3,RP,0,1,1,21,0.2,0,0,1,5,0,0,0.0,9.5,22.2,40.0,40.0,20.0,0.0,0.0,23.8,14.3,57.1
