season,team_id,team_name,player_id,Name,position_code,W%,R/9,BF,BABIP,OBP,SLG,OPS,K/9,BB/9,HR/9,H/9,K/BB,inheritedRunners,inheritedRunnersScored,bequeathedRunners,bequeathedRunnersScored,SB,CS,QS,GF,2B,3B,GIDP,gidpOpp,WP,BK,pickOffs,totalSwings,swingAndMisses,BIP,runSupport,Str%,P/IP,P/PA,BB%,K%,HR/PA,BB/K,ISO,FO,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,Strikes,Fstrikes,CSW,Cstr,POS,HR,K,BB,numP,AVG,HBP,SF,H,AB,R,ER,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,CSW%,CStr%,F-Strike%
2024,673,Aguilas de Mexicali,547862,David Reyes,1,0.667,2.45,189,0.271,0.258,0.286,0.544,6.8,1.13,0.19,7.36,6.0,0,0,9,3,1,2,3,0,8,0,2,25,1,0,0,341,88,144,19,65.0,14.5,3.656,3.2,19.0,0.005,0.167,0.063,32,17,10,46,4,0,21,14,MXC,451,118,195,107,SP,1,36,6,691,0.223,3,2,39,175,13,12,2.8,12.7,25.8,25.0,41.7,21.5,11.8,15.8,28.2,15.5,62.4
2024,673,Aguilas de Mexicali,622747,Eduardo Vera,1,0.25,3.16,141,0.233,0.232,0.305,0.537,9.73,1.95,0.73,5.59,5.0,0,0,0,0,0,1,2,0,5,1,2,17,1,0,0,267,72,92,8,65.0,15.3,4.014,5.7,28.4,0.021,0.2,0.125,19,5,6,39,1,0,16,6,MXC,370,85,171,99,SP,3,40,8,566,0.18,1,1,23,128,13,13,15.0,12.7,27.0,21.7,48.9,23.9,5.4,22.7,30.2,17.5,60.3
2024,673,Aguilas de Mexicali,623985,Manuel Chavez,1,0.0,5.91,93,0.308,0.352,0.449,0.801,9.7,4.64,1.69,8.44,2.09,0,0,4,3,2,0,0,0,3,0,3,11,0,0,0,150,39,58,10,58.0,18.05,4.14,11.8,24.7,0.043,0.478,0.192,13,6,0,19,8,0,9,3,MXC,223,53,109,70,SP,4,23,11,385,0.256,1,1,20,78,14,13,19.0,10.1,26.0,36.2,37.9,15.5,10.3,12.9,28.3,18.2,57.0
2024,673,Aguilas de Mexicali,644425,Jake Sanchez,1,0.0,1.1,65,0.275,0.266,0.241,0.507,9.92,3.31,0.0,6.06,3.0,1,1,0,0,3,0,0,15,1,1,1,9,0,0,0,133,40,41,0,63.0,17.2,4.323,9.2,27.7,0.0,0.333,0.052,7,6,3,14,1,1,5,4,MXC,176,31,83,43,RP,0,18,6,281,0.19,0,0,11,58,2,2,0.0,14.2,30.1,19.5,43.9,19.5,17.1,18.5,29.5,15.3,47.7
2024,673,Aguilas de Mexicali,661309,Adrián Martínez,1,0.5,4.96,68,0.34,0.324,0.397,0.721,7.16,2.2,0.0,9.37,3.25,0,0,3,0,6,1,0,0,6,1,1,8,2,0,0,123,33,50,9,63.0,16.53,3.971,5.9,19.1,0.0,0.308,0.127,6,4,3,20,3,0,9,5,MXC,170,40,80,47,SP,0,13,4,270,0.27,1,0,17,63,9,9,0.0,12.2,26.8,18.0,50.0,24.0,8.0,13.2,29.6,17.4,58.8
2024,673,Aguilas de Mexicali,667904,Jose Isidro Marquez,1,0.0,3.46,58,0.379,0.375,0.261,0.636,11.77,5.54,0.0,7.62,2.13,5,2,10,4,1,1,0,2,1,0,1,6,2,0,0,90,23,31,8,57.0,18.31,4.103,13.8,29.3,0.0,0.471,0.022,4,3,0,13,1,0,6,4,MXC,136,29,65,42,RP,0,17,8,238,0.239,2,0,11,46,5,4,0.0,9.7,25.6,16.1,54.8,19.4,9.7,15.5,27.3,17.6,50.0
2024,673,Aguilas de Mexicali,671760,Mario Jimenez,1,,10.8,20,0.286,0.4,0.267,0.667,5.4,10.8,0.0,10.80,0.5,7,3,7,4,1,0,0,1,0,0,0,3,2,0,0,31,4,14,0,53.0,23.4,3.9,20.0,10.0,0.0,2.0,0.0,3,0,1,6,0,0,2,2,MXC,41,8,14,10,RP,0,2,4,78,0.267,0,1,4,15,4,3,0.0,5.1,12.9,21.4,57.1,21.4,0.0,-10.0,17.9,12.8,40.0
2024,673,Aguilas de Mexicali,672911,Jesus Cruz,1,1.0,1.8,60,0.276,0.267,0.196,0.463,13.8,4.2,0.0,4.80,3.29,1,0,1,1,1,1,0,2,0,1,0,6,2,0,0,137,47,29,11,64.0,18.4,4.6,11.7,38.3,0.0,0.304,0.039,9,7,1,4,1,0,3,4,MXC,178,36,84,37,RP,0,23,7,276,0.157,1,1,8,51,3,3,0.0,17.0,34.3,34.5,27.6,13.8,24.1,26.6,30.4,13.4,60.0
2024,673,Aguilas de Mexicali,675132,Yamil Castillo,1,1.0,7.88,38,0.286,0.368,0.424,0.792,4.5,3.38,1.13,10.13,1.33,9,6,5,4,1,0,0,2,2,0,0,3,2,0,0,57,9,29,9,61.0,15.38,3.237,7.9,10.5,0.026,0.75,0.152,4,4,1,11,1,0,4,4,MXC,75,23,27,18,RP,1,4,3,123,0.273,2,0,9,33,7,6,20.0,7.3,15.8,17.2,51.7,17.2,13.8,2.6,22.0,14.6,60.5
2024,673,Aguilas de Mexicali,676362,Gabriel Ponce,1,,0.0,15,0.333,0.214,0.154,0.368,15.75,2.25,0.0,4.50,7.0,3,0,2,0,0,0,0,1,0,0,0,1,0,0,0,29,11,7,1,67.0,13.75,3.667,6.7,46.7,0.0,0.143,0.0,2,0,0,3,1,0,1,0,MXC,37,9,19,8,RP,0,7,1,55,0.154,0,0,2,13,0,0,0.0,20.0,37.9,42.9,42.9,14.3,0.0,40.0,34.5,14.5,60.0
2024,673,Aguilas de Mexicali,677076,Clayton Andrews,1,0.0,5.0,38,0.238,0.27,0.219,0.489,11.0,4.0,0.0,5.00,2.75,5,2,3,2,3,0,0,1,2,0,0,4,1,0,0,66,19,22,2,63.0,18.0,4.263,10.5,28.9,0.0,0.364,0.063,2,2,2,11,1,0,2,2,MXC,102,20,54,35,RP,0,11,4,162,0.156,1,0,5,32,5,5,0.0,11.7,28.8,13.6,59.1,18.2,9.1,18.4,33.3,21.6,52.6
2024,673,Aguilas de Mexicali,681871,Eli Villalobos,1,1.0,2.57,56,0.263,0.273,0.26,0.533,7.71,3.21,0.0,6.43,2.4,12,3,2,1,2,0,0,2,3,0,1,5,1,0,0,107,31,39,5,62.0,15.71,3.929,8.9,21.4,0.0,0.417,0.06,9,5,1,14,1,0,5,4,MXC,137,34,60,29,RP,0,12,5,220,0.2,0,0,10,50,4,4,0.0,14.1,29.0,25.6,46.2,15.4,12.8,12.5,27.3,13.2,60.7
2024,673,Aguilas de Mexicali,683138,Fernando Lozano,1,0.6,2.79,153,0.25,0.281,0.299,0.58,6.75,3.03,0.47,6.75,2.23,0,0,1,0,3,2,2,0,6,0,4,19,0,0,0,239,45,110,16,60.0,15.16,3.83,8.5,19.0,0.013,0.448,0.088,25,7,5,44,4,0,13,12,MXC,349,97,155,110,SP,2,29,13,586,0.212,1,2,29,137,12,12,6.9,7.7,18.8,26.4,50.9,16.4,6.4,10.5,26.5,18.8,63.4
2024,673,Aguilas de Mexicali,690909,Daniel Cruz,1,1.0,3.65,50,0.281,0.286,0.302,0.588,8.76,2.92,0.73,7.30,3.0,9,4,4,2,0,1,0,3,0,0,0,9,1,0,0,96,27,34,2,66.0,16.05,3.96,8.0,24.0,0.02,0.333,0.07,5,1,5,13,1,1,5,3,MXC,167,39,72,40,RP,1,12,4,198,0.233,0,2,10,43,5,5,16.7,13.6,28.1,17.6,47.1,29.4,5.9,16.0,36.4,20.2,78.0
2024,673,Aguilas de Mexicali,691928,Patricio Ress,1,0.0,1.93,17,0.385,0.353,0.375,0.728,5.79,1.93,0.0,9.64,3.0,7,2,1,1,0,2,0,2,1,0,0,1,0,0,0,30,9,13,2,58.0,14.79,4.059,5.9,17.6,0.0,0.333,0.063,3,0,2,3,0,0,5,0,MXC,40,8,18,9,RP,0,3,1,69,0.313,0,0,5,16,1,1,0.0,13.0,30.0,23.1,23.1,53.8,0.0,11.7,26.1,13.0,47.1
2024,673,Aguilas de Mexicali,692271,Jose Luis Reyes,1,,12.71,33,0.542,0.515,0.75,1.265,7.94,6.35,0.0,20.65,1.25,3,3,3,1,0,0,0,0,8,0,0,4,0,0,1,48,11,24,6,51.0,23.47,4.03,12.1,15.2,0.0,0.8,0.286,3,0,0,8,1,0,9,3,MXC,68,14,28,17,"SP, RP",0,5,4,133,0.464,0,1,13,28,8,8,0.0,8.3,22.9,16.7,45.8,37.5,0.0,3.1,21.1,12.8,42.4
2024,673,Aguilas de Mexicali,699063,Pedro Santillan,1,0.0,11.57,26,0.375,0.538,0.444,0.982,3.86,11.57,0.0,11.57,0.33,0,0,2,2,0,0,0,1,2,0,2,6,0,0,0,34,8,16,0,54.0,19.71,3.538,23.1,7.7,0.0,3.0,0.111,3,1,1,5,2,0,1,3,MXC,50,15,23,15,RP,0,2,6,92,0.333,2,0,6,18,6,6,0.0,8.7,23.5,31.2,50.0,12.5,6.2,-15.4,25.0,16.3,57.7
2024,673,Aguilas de Mexicali,805321,Trevor Kuncl,1,,4.5,47,0.24,0.255,0.268,0.523,12.0,3.75,0.75,5.25,3.2,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,104,35,26,7,63.0,18.25,4.66,10.6,34.0,0.021,0.313,0.098,6,3,1,9,1,0,4,2,MXC,139,29,70,35,RP,1,16,5,219,0.171,0,1,7,41,6,5,14.3,16.0,33.7,26.9,42.3,19.2,11.5,23.4,32.0,16.0,61.7
2024,673,Aguilas de Mexicali,810862,Angel Lopez,1,0.0,4.66,48,0.357,0.396,0.425,0.821,10.24,5.59,0.93,10.24,1.83,12,3,9,1,1,0,0,1,3,0,0,4,2,1,0,88,24,29,1,59.0,21.72,4.375,12.5,22.9,0.021,0.545,0.15,5,0,1,12,2,0,6,3,MXC,123,26,58,34,RP,1,11,6,210,0.275,2,0,11,40,5,4,14.3,11.4,27.3,24.1,51.7,24.1,0.0,10.4,27.6,16.2,54.2
2024,673,Aguilas de Mexicali,820906,Reynaldo Alvarez,1,0.0,18.69,26,0.643,0.538,0.9,1.438,14.54,6.23,2.08,20.77,2.33,2,2,3,2,0,0,0,1,3,1,0,5,1,0,0,40,12,15,0,63.0,25.38,4.231,11.5,26.9,0.038,0.429,0.4,2,1,1,1,4,0,4,2,MXC,69,16,39,27,"SP, RP",1,7,3,110,0.5,1,2,10,20,9,8,16.7,10.9,30.0,40.0,20.0,33.3,6.7,15.4,35.5,24.5,61.5
2024,674,Charros de Jalisco,511648,Antonio Garzon,1,,6.75,35,0.35,0.412,0.407,0.819,7.88,4.5,1.13,9.00,1.75,16,3,8,4,0,1,0,3,0,0,2,7,0,0,0,60,13,22,2,58.0,17.75,4.057,11.4,20.0,0.029,0.571,0.111,6,1,1,6,3,0,2,3,JAL,82,20,34,21,RP,1,7,4,142,0.296,2,1,8,27,6,6,11.1,9.2,21.7,40.9,40.9,13.6,4.5,8.6,23.9,14.8,57.1
2024,674,Charros de Jalisco,527054,Julio Teheran,1,0.667,6.59,130,0.297,0.333,0.397,0.73,6.91,2.83,1.26,9.73,2.44,0,0,5,4,7,1,1,0,3,0,3,22,1,0,0,232,49,96,17,64.0,17.69,3.9,6.9,16.9,0.031,0.409,0.129,12,7,5,41,13,0,5,13,JAL,325,79,138,89,SP,4,22,9,507,0.267,3,1,31,116,21,20,16.0,9.7,21.1,26.0,56.2,10.4,7.3,10.0,27.2,17.6,60.8
