season,team_id,team_name,player_id,Name,position_code,W%,R/9,BF,BABIP,OBP,SLG,OPS,K/9,BB/9,HR/9,H/9,K/BB,inheritedRunners,inheritedRunnersScored,bequeathedRunners,bequeathedRunnersScored,SB,CS,QS,GF,2B,3B,GIDP,gidpOpp,WP,BK,pickOffs,totalSwings,swingAndMisses,BIP,runSupport,Str%,P/IP,P/PA,BB%,K%,HR/PA,BB/K,ISO,FO,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,Strikes,Fstrikes,CSW,Cstr,POS,HR,K,BB,numP,AVG,HBP,SF,H,AB,R,ER,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,CSW%,CStr%,F-Strike%
2024,673,Aguilas de Mexicali,547862,David Reyes,1,0.6,2.85,167,0.294,0.274,0.294,0.568,7.68,1.32,0.22,7.90,5.83,0,0,8,3,1,1,2,0,6,0,2,25,1,0,0,294,78,123,18,66.0,14.63,3.593,3.6,21.0,0.006,0.171,0.059,29,13,8,37,3,0,19,14,MXC,394,109,175,97,SP,1,35,6,600,0.235,3,2,36,153,13,12,3.1,13.0,26.5,26.0,41.5,22.0,10.6,17.4,29.2,16.2,65.3
2024,673,Aguilas de Mexicali,622747,Eduardo Vera,1,0.333,2.53,121,0.208,0.212,0.282,0.494,10.13,1.69,0.84,5.06,6.0,0,0,0,0,0,1,2,0,2,1,1,13,1,0,0,231,63,78,7,66.0,14.97,3.959,5.0,29.8,0.025,0.167,0.118,15,5,5,35,0,0,13,5,MXC,318,74,148,85,SP,3,36,6,479,0.164,1,1,18,110,9,9,20.0,13.2,27.3,19.2,51.3,23.1,6.4,24.8,30.9,17.7,61.2
2024,673,Aguilas de Mexicali,623985,Manuel Chavez,1,0.0,4.82,80,0.262,0.346,0.424,0.77,9.64,5.3,1.93,7.23,1.82,0,0,3,2,2,0,0,0,1,0,3,9,0,0,0,125,34,48,10,56.0,18.11,4.225,13.8,25.0,0.05,0.55,0.197,10,6,0,17,4,0,9,2,MXC,189,45,96,62,SP,4,20,11,338,0.227,1,0,15,66,10,9,28.6,10.1,27.2,29.2,39.6,18.8,12.5,11.2,28.4,18.3,56.2
2024,673,Aguilas de Mexicali,644425,Jake Sanchez,1,,0.6,57,0.206,0.232,0.16,0.392,9.6,3.6,0.0,4.20,2.67,0,0,0,0,3,0,0,13,1,0,1,7,0,0,0,119,35,35,0,61.0,17.07,4.491,10.5,28.1,0.0,0.375,0.02,7,5,3,13,0,1,5,1,MXC,157,26,73,38,RP,0,16,6,256,0.14,0,0,7,50,1,1,0.0,13.7,29.4,20.0,40.0,22.9,17.1,17.6,28.5,14.8,45.6
2024,673,Aguilas de Mexicali,661309,Adrián Martínez,1,0.5,4.96,68,0.34,0.324,0.397,0.721,7.16,2.2,0.0,9.37,3.25,0,0,3,0,6,1,0,0,6,1,1,8,2,0,0,123,33,50,9,63.0,16.53,3.971,5.9,19.1,0.0,0.308,0.127,6,4,3,20,3,0,9,5,MXC,170,40,80,47,SP,0,13,4,270,0.27,1,0,17,63,9,9,0.0,12.2,26.8,18.0,50.0,24.0,8.0,13.2,29.6,17.4,58.8
2024,673,Aguilas de Mexicali,667904,Jose Isidro Marquez,1,0.0,4.09,50,0.346,0.396,0.263,0.659,9.82,6.55,0.0,7.36,1.5,5,2,10,4,1,1,0,2,1,0,1,6,2,0,0,73,18,28,2,56.0,18.09,3.98,16.0,24.0,0.0,0.667,0.026,3,3,0,13,1,0,6,2,MXC,112,25,53,35,RP,0,12,8,199,0.237,2,0,9,38,5,4,0.0,9.0,24.7,14.3,53.6,21.4,10.7,8.0,26.6,17.6,50.0
2024,673,Aguilas de Mexicali,671760,Mario Jimenez,1,,10.8,20,0.286,0.4,0.267,0.667,5.4,10.8,0.0,10.80,0.5,7,3,7,4,1,0,0,1,0,0,0,3,2,0,0,31,4,14,0,53.0,23.4,3.9,20.0,10.0,0.0,2.0,0.0,3,0,1,6,0,0,2,2,MXC,41,8,14,10,RP,0,2,4,78,0.267,0,1,4,15,4,3,0.0,5.1,12.9,21.4,57.1,21.4,0.0,-10.0,17.9,12.8,40.0
2024,673,Aguilas de Mexicali,672911,Jesus Cruz,1,1.0,1.5,46,0.217,0.239,0.179,0.418,12.75,3.75,0.0,3.75,3.4,0,0,0,0,0,1,0,1,0,1,0,5,1,0,0,112,35,23,11,63.0,18.67,4.87,10.9,37.0,0.0,0.294,0.051,8,6,1,3,1,0,2,2,MXC,142,25,63,28,RP,0,17,5,224,0.128,1,1,5,39,2,2,0.0,15.6,31.2,39.1,21.7,13.0,26.1,26.1,28.1,12.5,54.3
2024,673,Aguilas de Mexicali,675132,Yamil Castillo,1,1.0,6.14,32,0.217,0.313,0.357,0.67,4.91,3.68,1.23,7.36,1.33,8,5,3,3,0,0,0,2,1,0,0,1,2,0,0,51,8,24,8,60.0,15.27,3.5,9.4,12.5,0.031,0.75,0.143,3,4,0,11,1,0,3,2,MXC,67,19,24,16,RP,1,4,3,112,0.214,1,0,6,28,5,4,25.0,7.1,15.7,16.7,54.2,12.5,16.7,3.1,21.4,14.3,59.4
2024,673,Aguilas de Mexicali,676362,Gabriel Ponce,1,,0.0,7,0.25,0.333,0.2,0.533,5.4,5.4,0.0,5.40,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,9,2,5,0,57.0,12.6,3.0,14.3,14.3,0.0,1.0,0.0,2,0,0,2,0,0,1,0,MXC,12,4,5,3,RP,0,1,1,21,0.2,0,0,1,5,0,0,0.0,9.5,22.2,40.0,40.0,20.0,0.0,0.0,23.8,14.3,57.1
2024,673,Aguilas de Mexicali,677076,Clayton Andrews,1,0.0,5.0,38,0.238,0.27,0.219,0.489,11.0,4.0,0.0,5.00,2.75,5,2,3,2,3,0,0,1,2,0,0,4,1,0,0,66,19,22,2,63.0,18.0,4.263,10.5,28.9,0.0,0.364,0.063,2,2,2,11,1,0,2,2,MXC,102,20,54,35,RP,0,11,4,162,0.156,1,0,5,32,5,5,0.0,11.7,28.8,13.6,59.1,18.2,9.1,18.4,33.3,21.6,52.6
2024,673,Aguilas de Mexicali,681871,Eli Villalobos,1,1.0,2.84,51,0.286,0.28,0.283,0.563,7.82,2.84,0.0,7.11,2.75,11,3,2,1,0,0,0,2,3,0,1,5,1,0,0,97,29,36,5,62.0,15.55,3.863,7.8,21.6,0.0,0.364,0.065,9,4,0,13,1,0,5,4,MXC,123,31,54,25,RP,0,11,4,197,0.217,0,0,10,46,4,4,0.0,14.7,29.9,27.8,47.2,13.9,11.1,13.8,27.4,12.7,60.8
2024,673,Aguilas de Mexicali,683138,Fernando Lozano,1,0.75,2.76,131,0.268,0.282,0.331,0.613,6.34,2.2,0.55,7.71,2.88,0,0,1,0,3,1,1,0,6,0,3,16,0,0,0,209,40,99,15,61.0,15.31,3.817,6.1,17.6,0.015,0.348,0.099,21,7,4,39,4,0,12,12,MXC,303,86,134,94,SP,2,23,8,500,0.231,1,1,28,121,10,10,8.0,8.0,19.1,25.3,51.5,16.2,7.1,11.5,26.8,18.8,65.6
2024,673,Aguilas de Mexicali,690909,Daniel Cruz,1,1.0,3.38,42,0.24,0.268,0.278,0.546,9.28,3.38,0.84,5.91,2.75,8,4,2,2,0,1,0,2,0,0,0,6,1,0,0,79,22,27,2,65.0,15.47,3.929,9.5,26.2,0.024,0.364,0.083,4,1,4,11,1,1,3,2,MXC,145,35,62,35,RP,1,11,4,165,0.194,0,1,7,36,4,4,20.0,13.3,27.8,18.5,48.1,25.9,7.4,16.7,37.6,21.2,83.3
2024,673,Aguilas de Mexicali,691928,Patricio Ress,1,0.0,3.0,13,0.5,0.462,0.5,0.962,6.0,3.0,0.0,15.00,2.0,5,1,1,1,0,1,0,2,1,0,0,1,0,0,0,22,5,10,2,62.0,15.67,3.615,7.7,15.4,0.0,0.5,0.083,3,0,1,1,0,0,5,0,MXC,29,8,11,6,RP,0,2,1,47,0.417,0,0,5,12,1,1,0.0,10.6,22.7,30.0,10.0,60.0,0.0,7.7,23.4,12.8,61.5
2024,673,Aguilas de Mexicali,692271,Jose Luis Reyes,1,,12.71,33,0.542,0.515,0.75,1.265,7.94,6.35,0.0,20.65,1.25,3,3,3,1,0,0,0,0,8,0,0,4,0,0,1,48,11,24,6,51.0,23.47,4.03,12.1,15.2,0.0,0.8,0.286,3,0,0,8,1,0,9,3,MXC,68,14,28,17,"SP, RP",0,5,4,133,0.464,0,1,13,28,8,8,0.0,8.3,22.9,16.7,45.8,37.5,0.0,3.1,21.1,12.8,42.4
2024,673,Aguilas de Mexicali,699063,Pedro Santillan,1,0.0,11.57,26,0.375,0.538,0.444,0.982,3.86,11.57,0.0,11.57,0.33,0,0,2,2,0,0,0,1,2,0,2,6,0,0,0,34,8,16,0,54.0,19.71,3.538,23.1,7.7,0.0,3.0,0.111,3,1,1,5,2,0,1,3,MXC,50,15,23,15,RP,0,2,6,92,0.333,2,0,6,18,6,6,0.0,8.7,23.5,31.2,50.0,12.5,6.2,-15.4,25.0,16.3,57.7
2024,673,Aguilas de Mexicali,805321,Trevor Kuncl,1,,4.5,47,0.24,0.255,0.268,0.523,12.0,3.75,0.75,5.25,3.2,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,104,35,26,7,63.0,18.25,4.66,10.6,34.0,0.021,0.313,0.098,6,3,1,9,1,0,4,2,MXC,139,29,70,35,RP,1,16,5,219,0.171,0,1,7,41,6,5,14.3,16.0,33.7,26.9,42.3,19.2,11.5,23.4,32.0,16.0,61.7
2024,673,Aguilas de Mexicali,810862,Angel Lopez,1,0.0,5.0,44,0.385,0.386,0.447,0.833,11.0,4.0,1.0,11.00,2.75,10,3,7,1,1,0,0,1,3,0,0,4,2,1,0,85,24,27,1,60.0,21.78,4.455,9.1,25.0,0.023,0.364,0.158,5,0,1,10,2,0,6,3,MXC,117,23,55,31,RP,1,11,4,196,0.289,2,0,11,38,5,4,14.3,12.2,28.2,25.9,48.1,25.9,0.0,15.9,28.1,15.8,52.3
2024,673,Aguilas de Mexicali,820906,Reynaldo Alvarez,1,0.0,18.69,26,0.643,0.538,0.9,1.438,14.54,6.23,2.08,20.77,2.33,2,2,3,2,0,0,0,1,3,1,0,5,1,0,0,40,12,15,0,63.0,25.38,4.231,11.5,26.9,0.038,0.429,0.4,2,1,1,1,4,0,4,2,MXC,69,16,39,27,"SP, RP",1,7,3,110,0.5,1,2,10,20,9,8,16.7,10.9,30.0,40.0,20.0,33.3,6.7,15.4,35.5,24.5,61.5
