season,team_id,team_name,player_id,Name,position_code,W%,R/9,BF,BABIP,OBP,SLG,OPS,K/9,BB/9,HR/9,H/9,K/BB,inheritedRunners,inheritedRunnersScored,bequeathedRunners,bequeathedRunnersScored,SB,CS,QS,GF,2B,3B,GIDP,gidpOpp,WP,BK,pickOffs,totalSwings,swingAndMisses,BIP,runSupport,Str%,P/IP,P/PA,BB%,K%,HR/PA,BB/K,ISO,FO,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,Strikes,Fstrikes,CSW,Cstr,POS,HR,K,BB,numP,AVG,HBP,SF,H,AB,R,ER,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,CSW%,CStr%,F-Strike%
2024,674,Charros de Jalisco,800079,Cristian Alvarado,1,1.0,9.0,31,0.19,0.323,0.32,0.643,5.14,6.43,1.29,6.43,0.8,7,2,5,3,1,0,0,2,0,0,1,7,0,0,0,67,19,22,15,63.0,18.29,4.129,16.1,12.9,0.032,1.25,0.12,4,2,1,10,1,0,3,1,JAL,81,17,33,14,RP,1,4,5,128,0.2,0,1,5,25,7,7,20.0,14.8,28.4,22.7,50.0,18.2,9.1,-3.2,25.8,10.9,54.8
2024,674,Charros de Jalisco,802581,Alejandro Morales,1,,3.0,14,0.556,0.429,0.385,0.814,12.0,3.0,0.0,15.00,4.0,1,1,4,0,1,1,0,0,0,0,0,2,0,0,0,27,8,9,3,59.0,19.33,4.143,7.1,28.6,0.0,0.25,0.0,2,2,0,0,0,0,2,3,JAL,34,8,15,7,RP,0,4,1,58,0.385,0,0,5,13,1,0,0.0,13.8,29.6,22.2,33.3,22.2,22.2,21.5,25.9,12.1,57.1
2024,675,Caneros de los Mochis,477584,Tomas Solis,1,1.0,0.0,17,0.133,0.176,0.133,0.309,1.69,1.69,0.0,3.38,1.0,16,5,3,0,0,0,0,0,0,0,2,5,1,0,0,26,3,15,9,58.0,11.25,3.529,5.9,5.9,0.0,1.0,0.0,2,3,1,7,0,0,2,0,MOC,35,8,12,9,RP,0,1,1,60,0.133,0,1,2,15,0,0,0.0,5.0,11.5,13.3,46.7,20.0,20.0,0.0,20.0,15.0,47.1
2024,675,Caneros de los Mochis,542278,Fredy Quintero,1,0.0,14.54,22,0.313,0.409,0.75,1.159,4.15,4.15,4.15,14.54,1.0,1,1,1,1,0,0,0,1,2,0,0,4,0,0,0,39,7,18,0,59.0,19.62,3.864,9.1,9.1,0.091,1.0,0.4,2,1,1,7,2,0,3,2,MOC,50,12,18,11,"SP, RP",2,2,2,85,0.35,0,0,7,20,7,6,50.0,8.2,17.9,22.2,50.0,22.2,5.6,0.0,21.2,12.9,54.5
2024,675,Caneros de los Mochis,572177,Nick Struck,1,1.0,4.82,41,0.333,0.385,0.333,0.718,5.79,5.79,0.0,8.68,1.0,0,0,3,1,0,0,0,1,2,0,2,11,0,0,1,71,14,29,9,59.0,17.25,3.927,14.6,14.6,0.0,1.0,0.061,6,2,1,11,2,0,4,3,MOC,95,23,37,23,"SP, RP",0,6,6,161,0.273,0,0,9,33,5,4,0.0,8.7,19.7,27.6,48.3,17.2,6.9,0.0,23.0,14.3,56.1
2024,675,Caneros de los Mochis,597113,DJ Johnson,1,,10.13,25,0.412,0.458,0.4,0.858,5.06,3.38,0.0,11.81,1.5,0,0,5,2,0,0,0,4,1,0,2,7,1,0,0,40,7,18,0,57.0,19.31,4.12,8.0,12.0,0.0,0.667,0.05,1,0,0,10,0,0,4,3,MOC,59,11,25,18,RP,0,3,2,103,0.35,2,0,7,20,6,5,0.0,6.8,17.5,5.6,72.2,22.2,0.0,4.0,24.3,17.5,44.0
2024,675,Caneros de los Mochis,601978,Fabian Cota,1,1.0,0.93,40,0.259,0.256,0.194,0.45,8.38,1.86,0.0,6.52,4.5,6,0,3,0,1,0,0,7,0,0,0,6,0,0,0,85,25,28,3,71.0,16.14,3.9,5.0,22.5,0.0,0.222,0.0,5,3,2,11,1,0,2,4,MOC,110,19,48,23,RP,0,9,2,156,0.194,1,0,7,36,1,0,0.0,16.0,29.4,21.4,53.6,14.3,10.7,17.5,30.8,14.7,47.5
2024,675,Caneros de los Mochis,642532,Luis Miranda,1,1.0,2.52,99,0.272,0.273,0.33,0.603,4.68,0.72,0.36,8.28,6.5,0,0,0,0,4,1,4,0,5,0,3,14,0,0,0,173,32,82,25,65.0,14.12,3.566,2.0,13.1,0.01,0.154,0.085,19,8,2,30,4,0,5,14,MOC,229,59,86,54,SP,1,13,2,353,0.245,2,1,23,94,7,7,4.3,9.1,18.5,28.0,53.7,8.5,9.8,11.1,24.4,15.3,59.6
2024,675,Caneros de los Mochis,660826,Lupe Chavez,1,,5.06,47,0.333,0.319,0.366,0.685,8.44,3.38,0.0,9.28,2.5,7,6,2,2,4,1,0,0,2,1,2,10,1,0,0,78,19,33,3,67.0,15.84,3.596,8.5,21.3,0.0,0.4,0.098,7,3,1,11,1,1,3,6,MOC,113,31,54,35,RP,0,10,4,169,0.268,0,2,11,41,6,4,0.0,11.2,24.4,24.2,51.5,12.1,12.1,12.8,32.0,20.7,66.0
2024,675,Caneros de los Mochis,665958,Darel Torres,1,1.0,1.64,84,0.163,0.286,0.164,0.45,9.82,6.14,0.41,3.27,1.6,0,0,0,0,1,5,2,0,0,0,2,5,1,0,0,179,53,44,15,60.0,17.55,4.595,17.9,28.6,0.012,0.625,0.045,12,10,1,13,2,0,4,2,MOC,233,52,106,53,SP,1,24,15,386,0.119,1,1,8,67,4,4,7.1,13.7,29.6,31.8,34.1,11.4,22.7,10.7,27.5,13.7,61.9
2024,675,Caneros de los Mochis,671790,Ronald Bolaños,1,0.333,7.11,90,0.353,0.416,0.391,0.807,9.0,7.11,0.95,9.47,1.27,0,0,7,3,4,0,0,0,1,0,4,18,4,0,0,161,47,54,10,56.0,19.21,4.056,16.7,21.1,0.022,0.789,0.101,9,6,1,18,4,0,8,8,MOC,205,43,89,42,SP,2,19,15,365,0.29,2,3,20,69,15,15,15.4,12.9,29.2,24.1,48.1,16.7,11.1,4.4,24.4,11.5,47.8
2024,675,Caneros de los Mochis,676520,Manuel Alvarez,1,,2.7,17,0.375,0.412,0.231,0.643,13.5,10.8,0.0,8.10,1.25,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,30,8,8,1,54.0,22.2,4.353,23.5,29.4,0.0,0.8,0.0,4,0,0,1,0,0,1,2,MOC,40,5,18,10,RP,0,5,4,74,0.231,0,0,3,13,1,1,0.0,10.8,26.7,50.0,37.5,12.5,0.0,5.9,24.3,13.5,29.4
2024,675,Caneros de los Mochis,679893,Manuel Urias,1,0.0,12.86,35,0.4,0.429,0.483,0.912,10.29,7.71,1.29,11.57,1.33,0,0,7,6,4,0,0,0,2,0,1,3,0,0,0,64,15,21,1,60.0,22.43,4.486,17.1,22.9,0.029,0.75,0.172,2,1,2,7,2,0,5,2,MOC,94,19,44,29,"SP, RP",1,8,6,157,0.31,0,0,9,29,10,10,25.0,9.6,23.4,19.0,42.9,33.3,4.8,5.8,28.0,18.5,54.3
2024,675,Caneros de los Mochis,681753,Adrian Hernandez,1,,3.0,27,0.3,0.346,0.261,0.607,4.5,3.0,0.0,9.00,1.5,3,2,4,2,0,0,0,0,0,0,0,5,0,0,0,38,8,21,3,59.0,15.5,3.444,7.4,11.1,0.0,0.667,0.0,3,2,1,9,0,1,1,4,MOC,55,14,23,15,RP,0,3,2,93,0.261,1,0,6,23,2,2,0.0,8.6,21.1,14.3,61.9,9.5,14.3,3.7,24.7,16.1,51.9
2024,675,Caneros de los Mochis,682779,Jose Luna,1,1.0,0.0,18,0.182,0.389,0.154,0.543,4.91,12.27,0.0,4.91,0.4,13,2,4,0,0,0,0,1,0,0,0,2,1,0,0,27,7,11,4,51.0,17.73,3.611,27.8,11.1,0.0,2.5,0.0,1,0,1,7,0,0,2,0,MOC,33,8,13,6,RP,0,2,5,65,0.154,0,0,2,13,0,0,0.0,10.8,25.9,9.1,63.6,27.3,0.0,-16.7,20.0,9.2,44.4
2024,675,Caneros de los Mochis,685692,Vicente Valenzuela,1,0.0,6.35,27,0.313,0.407,0.476,0.883,7.94,7.94,1.59,9.53,1.0,1,1,0,0,0,0,0,1,1,0,1,4,1,0,0,55,9,17,1,62.0,21.18,4.444,18.5,18.5,0.037,1.0,0.19,4,3,0,4,2,0,0,4,MOC,74,14,26,17,RP,1,5,5,120,0.286,0,1,6,21,4,2,16.7,7.5,16.4,35.3,47.1,0.0,17.6,0.0,21.7,14.2,51.9
2024,675,Caneros de los Mochis,685829,Irving Machuca,1,1.0,2.92,53,0.444,0.346,0.404,0.75,13.86,2.92,0.73,9.49,4.75,2,0,0,0,2,1,0,1,3,0,1,6,0,0,0,105,43,29,4,61.0,18.65,4.34,7.5,35.8,0.019,0.211,0.128,5,4,1,6,2,0,7,4,MOC,140,30,78,35,RP,1,19,4,230,0.277,1,0,13,47,4,4,14.3,18.7,41.0,24.1,34.5,27.6,13.8,28.3,33.9,15.2,56.6
2024,675,Caneros de los Mochis,691388,Jonas Garibay,1,,4.5,19,0.333,0.368,0.722,1.09,9.0,2.25,4.5,13.50,4.0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,42,12,14,1,69.0,18.0,3.789,5.3,21.1,0.105,0.25,0.389,3,0,1,4,1,0,4,1,MOC,50,13,20,8,RP,2,4,1,72,0.333,0,0,6,18,2,2,50.0,16.7,28.6,28.6,35.7,35.7,0.0,15.8,27.8,11.1,68.4
