season,team_id,team_name,player_id,Name,position_code,W%,R/9,BF,BABIP,OBP,SLG,OPS,K/9,BB/9,HR/9,H/9,K/BB,inheritedRunners,inheritedRunnersScored,bequeathedRunners,bequeathedRunnersScored,SB,CS,QS,GF,2B,3B,GIDP,gidpOpp,WP,BK,pickOffs,totalSwings,swingAndMisses,BIP,runSupport,Str%,P/IP,P/PA,BB%,K%,HR/PA,BB/K,ISO,FO,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,Strikes,Fstrikes,CSW,Cstr,POS,HR,K,BB,numP,AVG,HBP,SF,H,AB,R,ER,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,CSW%,CStr%,F-Strike%
2024,674,Charros de Jalisco,511648,Antonio Garzon,1,,6.75,35,0.35,0.412,0.407,0.819,7.88,4.5,1.13,9.00,1.75,16,3,8,4,0,1,0,3,0,0,2,7,0,0,0,60,13,22,2,58.0,17.75,4.057,11.4,20.0,0.029,0.571,0.111,6,1,1,6,3,0,2,3,JAL,82,20,34,21,RP,1,7,4,142,0.296,2,1,8,27,6,6,11.1,9.2,21.7,40.9,40.9,13.6,4.5,8.6,23.9,14.8,57.1
2024,674,Charros de Jalisco,527054,Julio Teheran,1,0.667,6.59,130,0.297,0.333,0.397,0.73,6.91,2.83,1.26,9.73,2.44,0,0,5,4,7,1,1,0,3,0,3,22,1,0,0,232,49,96,17,64.0,17.69,3.9,6.9,16.9,0.031,0.409,0.129,12,7,5,41,13,0,5,13,JAL,325,79,138,89,SP,4,22,9,507,0.267,3,1,31,116,21,20,16.0,9.7,21.1,26.0,56.2,10.4,7.3,10.0,27.2,17.6,60.8
2024,674,Charros de Jalisco,570620,Ivan Zavala,1,,3.86,38,0.129,0.263,0.242,0.505,0.96,2.89,0.96,4.82,0.33,4,1,3,1,1,0,0,3,0,0,1,8,0,0,0,50,2,32,2,53.0,15.0,3.684,7.9,2.6,0.026,3.0,0.091,14,6,0,7,4,0,0,1,JAL,74,14,26,24,RP,1,1,3,140,0.152,2,0,5,33,4,2,5.6,1.4,4.0,56.2,25.0,0.0,18.8,-5.3,18.6,17.1,36.8
2024,674,Charros de Jalisco,605446,Dereck Rodríguez,1,0.0,6.92,60,0.341,0.356,0.685,1.041,6.23,2.08,2.08,12.46,3.0,2,2,1,1,1,0,0,0,8,1,1,10,0,0,0,105,17,48,2,63.0,17.08,3.7,5.0,15.0,0.05,0.333,0.352,13,3,3,11,7,0,11,0,JAL,140,33,52,35,"SP, RP",3,9,3,222,0.333,0,2,18,54,10,10,15.0,7.7,16.2,41.7,22.9,29.2,6.2,10.0,23.4,15.8,55.0
2024,674,Charros de Jalisco,616405,Mario Meza,1,0.333,3.0,61,0.275,0.267,0.241,0.508,9.0,3.0,0.0,6.60,3.0,5,1,2,0,3,0,0,2,2,0,1,9,1,0,0,108,30,41,6,67.0,13.87,3.41,8.2,24.6,0.0,0.333,0.037,10,5,0,15,3,0,4,4,JAL,139,39,61,31,RP,0,15,5,208,0.204,0,1,11,54,5,2,0.0,14.4,27.8,31.7,46.3,9.8,12.2,16.4,29.3,14.9,63.9
2024,674,Charros de Jalisco,616617,Adrian Gusman,1,1.0,0.0,36,0.115,0.111,0.086,0.197,7.59,0.84,0.0,2.53,9.0,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,76,20,26,10,67.0,13.88,4.111,2.8,25.0,0.0,0.111,0.0,3,1,3,16,0,0,0,3,JAL,99,22,43,23,RP,0,9,1,148,0.086,0,0,3,35,0,0,0.0,13.5,26.3,11.5,73.1,11.5,3.8,22.2,29.1,15.5,61.1
2024,674,Charros de Jalisco,620396,Miguel Aguilar,1,0.0,3.86,36,0.19,0.2,0.281,0.481,10.61,1.93,0.96,4.82,5.5,6,0,3,1,0,0,0,3,1,0,1,5,0,0,0,80,18,23,5,65.0,17.79,4.611,5.6,30.6,0.028,0.182,0.125,4,0,0,14,2,0,2,1,JAL,108,20,44,26,RP,1,11,2,166,0.156,0,1,5,32,4,3,16.7,10.8,22.5,26.1,65.2,8.7,0.0,25.0,26.5,15.7,55.6
2024,674,Charros de Jalisco,623441,Jared Wilson,1,,0.0,7,0.0,0.0,0.0,0.0,7.71,0.0,0.0,0.00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,5,1,61.0,13.29,4.429,0.0,28.6,0.0,,0.0,3,0,0,2,0,0,0,0,JAL,19,3,7,5,RP,0,2,0,31,0.0,0,0,0,7,0,0,0.0,6.5,14.3,60.0,40.0,0.0,0.0,28.6,22.6,16.1,42.9
2024,674,Charros de Jalisco,624647,Victor González,1,,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,50.0,9.0,3.0,0.0,0.0,0.0,,0.0,0,1,0,1,0,0,0,0,JAL,3,1,1,1,RP,0,0,0,6,0.0,0,0,0,2,0,0,,0.0,0.0,0.0,50.0,0.0,50.0,0.0,16.7,16.7,50.0
2024,674,Charros de Jalisco,641461,Trevor Clifton,1,0.667,1.46,49,0.357,0.304,0.317,0.621,10.22,2.92,0.0,7.30,3.5,4,2,0,0,1,0,0,10,3,0,1,5,1,0,0,81,31,31,5,60.0,14.84,3.735,8.2,28.6,0.0,0.286,0.073,6,2,1,12,2,0,3,5,JAL,110,31,60,29,RP,0,14,4,183,0.244,0,1,10,41,2,1,0.0,16.9,38.3,25.8,54.8,12.9,6.5,20.4,32.8,15.8,63.3
2024,674,Charros de Jalisco,642574,Ronald Medrano,1,0.4,4.28,117,0.289,0.319,0.353,0.672,8.23,3.62,0.66,7.90,2.27,0,0,3,1,1,1,2,0,4,1,2,14,0,0,0,218,70,79,13,63.0,17.23,4.026,9.4,21.4,0.017,0.44,0.118,19,7,3,26,4,0,9,11,JAL,297,72,148,78,SP,2,25,11,471,0.235,2,1,24,102,13,11,8.7,14.9,32.1,29.1,46.8,15.2,8.9,12.0,31.4,16.6,61.5
2024,674,Charros de Jalisco,645179,Luis Ivan Rodriguez,1,0.0,2.73,131,0.287,0.297,0.415,0.712,7.64,1.64,1.09,7.91,4.67,0,0,3,0,3,2,2,0,6,1,5,19,2,0,0,247,67,94,13,66.0,15.73,3.962,4.6,21.4,0.031,0.214,0.169,15,7,3,40,8,1,7,13,JAL,342,82,157,90,SP,4,28,6,519,0.246,3,1,29,118,10,10,17.4,12.9,27.1,24.5,56.4,10.6,8.5,16.8,30.3,17.3,62.6
2024,674,Charros de Jalisco,645799,Isaac Jimenez,1,0.5,6.97,46,0.31,0.348,0.475,0.823,8.71,4.35,1.74,9.58,2.0,6,1,5,2,0,0,0,2,2,0,1,10,3,0,0,89,23,31,6,59.0,18.48,4.152,10.9,21.7,0.043,0.5,0.2,7,4,2,7,4,0,4,3,JAL,112,21,46,23,RP,2,10,5,191,0.275,0,1,11,40,8,7,18.2,12.0,25.8,35.5,32.3,19.4,12.9,10.8,24.1,12.0,45.7
2024,674,Charros de Jalisco,668155,Alberto Leyva,1,,6.14,37,0.368,0.459,0.464,0.923,9.82,9.82,1.23,9.82,1.0,12,4,9,1,1,1,0,1,2,0,1,6,0,0,1,61,18,20,4,55.0,21.41,4.243,21.6,21.6,0.027,1.0,0.179,4,2,1,5,0,0,3,5,JAL,86,23,43,25,RP,1,8,8,157,0.286,1,0,8,28,5,5,25.0,11.5,29.5,20.0,50.0,20.0,10.0,0.0,27.4,15.9,62.2
2024,674,Charros de Jalisco,672598,Alemao Hernandez,1,0.6,3.19,129,0.269,0.325,0.354,0.679,4.94,3.48,0.87,8.13,1.42,0,0,3,0,1,1,3,0,3,0,4,16,1,0,1,226,35,99,22,62.0,16.29,3.915,9.3,13.2,0.023,0.706,0.106,22,5,5,39,9,0,7,12,JAL,311,78,116,81,SP,3,17,12,505,0.248,1,0,28,113,11,11,9.7,6.9,15.5,31.3,51.5,12.1,5.1,3.9,23.0,16.0,60.5
2024,674,Charros de Jalisco,674478,Luis Payan,1,0.75,4.3,131,0.319,0.326,0.387,0.713,7.06,2.15,0.61,9.82,3.29,0,0,3,1,4,0,2,0,6,1,2,26,2,0,0,213,45,98,16,63.0,15.99,3.58,5.3,17.6,0.015,0.304,0.118,16,8,6,36,8,0,9,15,JAL,294,70,124,79,SP,2,23,7,469,0.269,3,0,32,119,14,10,8.3,9.6,21.1,24.5,52.0,15.3,8.2,12.3,26.4,16.8,53.4
2024,674,Charros de Jalisco,677915,Dario Gardea,1,,1.08,36,0.273,0.333,0.233,0.566,8.64,4.32,0.0,6.48,2.0,0,0,2,0,0,0,0,6,1,0,2,4,1,0,0,57,12,22,3,59.0,16.8,3.889,11.1,22.2,0.0,0.5,0.033,4,3,2,7,1,0,3,2,JAL,82,18,37,25,RP,0,8,4,140,0.2,2,0,6,30,1,0,0.0,8.6,21.1,22.7,40.9,22.7,13.6,11.1,26.4,17.9,50.0
2024,674,Charros de Jalisco,680048,Aldo Ramirez,1,,10.8,12,0.429,0.583,0.429,1.012,5.4,21.6,0.0,16.20,0.25,3,3,3,2,0,0,0,0,0,0,0,3,0,0,0,15,1,7,0,43.0,30.6,4.25,33.3,8.3,0.0,4.0,0.0,1,1,0,2,0,0,0,3,JAL,22,5,8,7,RP,0,1,4,51,0.429,0,1,3,7,2,2,0.0,2.0,6.7,14.3,71.4,0.0,14.3,-25.0,15.7,13.7,41.7
2024,674,Charros de Jalisco,686317,Edgar Manzo,1,,11.25,25,0.333,0.52,0.647,1.167,4.5,13.5,2.25,13.50,0.33,3,0,2,0,1,0,0,0,2,0,0,3,1,0,0,40,8,16,0,59.0,21.25,3.4,24.0,8.0,0.04,3.0,0.294,4,2,1,3,3,0,0,3,JAL,50,13,18,10,RP,1,2,6,85,0.353,1,1,6,17,5,5,14.3,9.4,20.0,43.8,37.5,6.2,12.5,-16.0,21.2,11.8,52.0
2024,674,Charros de Jalisco,691839,Joe Jones,1,,7.71,27,0.313,0.462,0.55,1.012,5.79,9.64,1.93,11.57,0.6,1,1,6,0,0,0,0,0,2,0,0,5,1,0,0,39,10,18,10,55.0,20.36,3.519,18.5,11.1,0.037,1.667,0.25,4,0,2,6,2,0,3,1,JAL,52,16,23,13,RP,1,3,5,95,0.3,1,0,6,20,4,2,16.7,10.5,25.6,33.3,38.9,27.8,0.0,-7.4,24.2,13.7,59.3
2024,674,Charros de Jalisco,800079,Cristian Alvarado,1,1.0,9.72,40,0.276,0.375,0.471,0.846,4.32,5.4,2.16,10.80,0.8,10,2,8,3,1,0,0,2,0,0,1,10,0,0,0,79,19,31,15,62.0,18.96,3.95,12.5,10.0,0.05,1.25,0.176,6,3,1,11,3,0,4,3,JAL,98,20,38,19,RP,2,4,5,158,0.294,0,1,10,34,9,9,22.2,12.0,24.1,29.0,45.2,16.1,9.7,-2.5,24.1,12.0,50.0
2024,674,Charros de Jalisco,802581,Alejandro Morales,1,,3.0,14,0.556,0.429,0.385,0.814,12.0,3.0,0.0,15.00,4.0,1,1,4,0,1,1,0,0,0,0,0,2,0,0,0,27,8,9,3,59.0,19.33,4.143,7.1,28.6,0.0,0.25,0.0,2,2,0,0,0,0,2,3,JAL,34,8,15,7,RP,0,4,1,58,0.385,0,0,5,13,1,0,0.0,13.8,29.6,22.2,33.3,22.2,22.2,21.5,25.9,12.1,57.1
2024,675,Caneros de los Mochis,477584,Tomas Solis,1,1.0,0.0,26,0.136,0.192,0.174,0.366,2.16,2.16,0.0,3.24,1.0,27,7,5,0,1,0,0,0,1,0,4,7,1,0,0,42,6,22,10,58.0,11.76,3.769,7.7,7.7,0.0,1.0,0.043,3,5,1,10,0,0,3,0,MOC,57,12,21,15,RP,0,2,2,98,0.13,0,1,3,23,0,0,0.0,6.1,14.3,13.6,45.5,18.2,22.7,0.0,21.4,15.3,46.2
2024,675,Caneros de los Mochis,542278,Fredy Quintero,1,0.0,14.54,22,0.313,0.409,0.75,1.159,4.15,4.15,4.15,14.54,1.0,1,1,1,1,0,0,0,1,2,0,0,4,0,0,0,39,7,18,0,59.0,19.62,3.864,9.1,9.1,0.091,1.0,0.4,2,1,1,7,2,0,3,2,MOC,50,12,18,11,"SP, RP",2,2,2,85,0.35,0,0,7,20,7,6,50.0,8.2,17.9,22.2,50.0,22.2,5.6,0.0,21.2,12.9,54.5
2024,675,Caneros de los Mochis,572177,Nick Struck,1,1.0,2.66,81,0.304,0.316,0.268,0.584,6.64,3.54,0.0,7.52,1.88,0,0,3,1,2,1,1,1,2,0,3,12,0,0,1,153,29,58,9,61.0,16.77,4.21,9.9,18.5,0.0,0.533,0.028,11,5,3,22,3,0,6,8,MOC,207,45,82,53,"SP, RP",0,15,8,341,0.239,0,0,17,71,6,4,0.0,8.5,19.0,24.1,51.7,15.5,8.6,8.6,24.0,15.5,55.6
2024,675,Caneros de los Mochis,597113,DJ Johnson,1,,10.13,25,0.412,0.458,0.4,0.858,5.06,3.38,0.0,11.81,1.5,0,0,5,2,0,0,0,4,1,0,2,7,1,0,0,40,7,18,0,57.0,19.31,4.12,8.0,12.0,0.0,0.667,0.05,1,0,0,10,0,0,4,3,MOC,79,15,35,27,RP,0,3,2,103,0.35,2,0,7,20,6,5,0.0,6.8,17.5,5.6,72.2,22.2,0.0,4.0,34.0,26.2,60.0
2024,675,Caneros de los Mochis,601978,Fabian Cota,1,0.667,1.13,65,0.239,0.254,0.228,0.482,6.75,2.25,0.0,6.19,3.0,7,0,3,0,1,0,0,10,2,0,0,10,0,0,0,131,39,48,5,67.0,15.44,3.8,6.2,18.5,0.0,0.333,0.035,11,3,4,19,3,0,3,5,MOC,165,29,70,31,RP,0,12,4,247,0.193,1,1,11,57,2,0,0.0,15.8,29.8,29.2,50.0,14.6,6.2,12.3,28.3,12.6,44.6
2024,675,Caneros de los Mochis,642532,Luis Miranda,1,1.0,2.52,99,0.272,0.273,0.33,0.603,4.68,0.72,0.36,8.28,6.5,0,0,0,0,4,1,4,0,5,0,3,14,0,0,0,173,32,82,25,65.0,14.12,3.566,2.0,13.1,0.01,0.154,0.085,19,8,2,30,4,0,5,14,MOC,229,59,86,54,SP,1,13,2,353,0.245,2,1,23,94,7,7,4.3,9.1,18.5,28.0,53.7,8.5,9.8,11.1,24.4,15.3,59.6
2024,675,Caneros de los Mochis,660826,Lupe Chavez,1,,4.0,76,0.314,0.293,0.313,0.606,9.0,2.5,0.0,8.00,3.6,12,7,3,3,4,1,0,1,3,1,3,17,1,0,0,128,33,52,4,68.0,15.22,3.605,6.6,23.7,0.0,0.278,0.075,9,7,2,18,2,1,6,7,MOC,185,48,90,57,RP,0,18,5,274,0.239,1,2,16,67,8,5,0.0,12.0,25.8,21.2,48.1,15.4,15.4,17.1,32.8,20.8,63.2
2024,675,Caneros de los Mochis,665958,Darel Torres,1,1.0,1.85,131,0.16,0.269,0.194,0.463,8.47,5.29,0.53,3.71,1.6,0,0,1,0,2,5,4,0,1,0,2,8,1,0,0,257,70,78,22,60.0,16.56,4.298,15.3,24.4,0.015,0.625,0.065,25,16,4,19,2,0,7,5,MOC,338,76,150,80,SP,2,32,20,563,0.13,1,1,14,108,7,7,7.4,12.4,27.2,34.6,30.8,14.1,20.5,9.1,26.6,14.2,58.0
2024,675,Caneros de los Mochis,667378,Dauris Valdez,1,,3.86,12,0.286,0.417,0.222,0.639,7.71,11.57,0.0,7.71,0.67,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,17,7,7,2,52.0,19.71,3.833,25.0,16.7,0.0,1.5,0.0,3,1,0,1,0,0,0,2,MOC,24,8,14,7,RP,0,2,3,46,0.222,0,0,2,9,1,1,0.0,15.2,41.2,42.9,42.9,0.0,14.3,-8.3,30.4,15.2,66.7
2024,675,Caneros de los Mochis,670328,Juan Gámez,1,,0.0,11,0.286,0.364,0.222,0.586,7.71,7.71,0.0,7.71,1.0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,15,3,7,0,53.0,17.14,3.636,18.2,18.2,0.0,1.0,0.0,0,1,0,4,0,0,1,1,MOC,21,5,9,6,RP,0,2,2,40,0.222,0,0,2,9,0,0,,7.5,20.0,0.0,71.4,14.3,14.3,0.0,22.5,15.0,45.5
2024,675,Caneros de los Mochis,671790,Ronald Bolaños,1,0.5,5.1,135,0.308,0.376,0.33,0.706,8.7,6.6,0.6,7.80,1.32,0,0,7,3,4,1,1,0,3,0,4,23,5,0,0,228,61,82,13,56.0,18.3,4.067,16.3,21.5,0.015,0.759,0.085,15,9,1,31,4,0,11,11,MOC,306,64,137,76,SP,2,29,22,549,0.245,2,3,26,106,17,16,10.5,11.1,26.8,23.2,51.2,14.6,11.0,5.2,25.0,13.8,47.4
2024,675,Caneros de los Mochis,676520,Manuel Alvarez,1,,5.68,35,0.444,0.486,0.308,0.794,11.37,12.79,0.0,11.37,0.89,0,0,5,3,0,0,0,1,0,0,1,6,3,0,0,56,14,18,1,53.0,22.11,4.0,25.7,22.9,0.0,1.125,0.0,4,1,0,5,0,0,3,5,MOC,74,18,31,17,RP,0,8,9,140,0.308,0,0,8,26,4,4,0.0,10.0,25.0,22.2,55.6,16.7,5.6,-2.8,22.1,12.1,51.4
